Elapsed Time (ms), RR (ms), Heart Rate (bpm)
1953330,480,125
1953797,467,128.6
1954257,460,130.4
1954720,463,129.5
1955177,457,131.4
1955650,473,126.8
1956120,470,127.7
1956583,463,129.5
1957043,460,130.4
1957503,460,130.4
1957963,460,130.4
1958437,473,126.8
1958890,453,132.4
1959343,453,132.4
1959800,457,131.4
1960277,477,125.9
1960757,480,125
1961210,453,132.4
1961673,463,129.5
1962123,450,133.3
1962570,447,134.3
1963023,453,132.4
1963463,440,136.4
1963900,437,137.4
1964337,437,137.4
1964763,427,140.6
1965187,423,141.7
1965600,413,145.2
1966030,430,139.5
1966483,453,132.4
1966923,440,136.4
1967357,433,138.5
1967800,443,135.3
1968243,443,135.3
1968690,447,134.3
1969153,463,129.5
1969603,450,133.3
1970077,473,126.8
1970550,473,126.8
1971020,470,127.7
1971490,470,127.7
1971950,460,130.4
1972410,460,130.4
1972880,470,127.7
1973347,467,128.6
1973817,470,127.7
1974280,463,129.5
1974727,447,134.3
1975147,420,142.9
1975577,430,139.5
1976000,423,141.7
1976410,410,146.3
1976817,407,147.5
1977253,437,137.4
1977727,473,126.8
1978170,443,135.3
1978607,437,137.4
1979037,430,139.5
1979467,430,139.5
1979880,413,145.2
1980297,417,144
1980717,420,142.9
1981150,433,138.5
1981580,430,139.5
1982027,447,134.3
1982460,433,138.5
1982873,413,145.2
1983283,410,146.3
1983700,417,144
1984107,407,147.5
1984517,410,146.3
1984927,410,146.3
1985330,403,148.8
1985733,403,148.8
1986140,407,147.5
1986557,417,144
1987003,447,134.3
1987467,463,129.5
1987940,473,126.8
1988403,463,129.5
1988850,447,134.3
1989310,460,130.4
1989773,463,129.5
1990240,467,128.6
1990697,457,131.4
1991147,450,133.3
1991590,443,135.3
1992030,440,136.4
1992477,447,134.3
1992913,437,137.4
1993357,443,135.3
1993790,433,138.5
1994217,427,140.6
1994637,420,142.9
1995053,417,144
1995473,420,142.9
1995883,410,146.3
1996290,407,147.5
1996707,417,144
1997120,413,145.2
1997527,407,147.5
1997910,383,156.5
1998320,410,146.3
1998717,397,151.3
1999100,383,156.5
1999490,390,153.8
1999877,387,155.2
2000263,387,155.2
2000687,423,141.7
2001093,407,147.5
2001507,413,145.2
2001933,427,140.6
2002347,413,145.2
2002763,417,144
2003173,410,146.3
2003587,413,145.2
2003997,410,146.3
2004397,400,150
2004803,407,147.5
2005210,407,147.5
2005620,410,146.3
2006013,393,152.5
2006420,407,147.5
2006810,390,153.8
2007210,400,150
2007613,403,148.8
2008037,423,141.7
2008473,437,137.4
2008883,410,146.3
2009297,413,145.2
2009717,420,142.9
2010133,417,144
2010563,430,139.5
2011000,437,137.4
2011430,430,139.5
2011870,440,136.4
2012293,423,141.7
2012717,423,141.7
2013143,427,140.6
2013587,443,135.3
2014033,447,134.3
2014507,473,126.8
2014993,487,123.3
2015467,473,126.8
2015977,510,117.6
2016460,483,124.1
2016950,490,122.4
2017453,503,119.2
2017947,493,121.6
2018430,483,124.1
2018930,500,120
2019403,473,126.8
2019870,467,128.6
2020340,470,127.7
2020800,460,130.4
2021257,457,131.4
2021710,453,132.4
2022180,470,127.7
2022653,473,126.8
2023110,457,131.4
2023580,470,127.7
2024043,463,129.5
2024500,457,131.4
2024973,473,126.8
2025430,457,131.4
2025880,450,133.3
2026347,467,128.6
2026797,450,133.3
2027253,457,131.4
2027707,453,132.4
2028157,450,133.3
2028603,447,134.3
2029073,470,127.7
2029527,453,132.4
2029993,467,128.6
2030467,473,126.8
2030923,457,131.4
2031383,460,130.4
2031837,453,132.4
2032290,453,132.4
2032747,457,131.4
2033197,450,133.3
2033643,447,134.3
2034107,463,129.5
2034570,463,129.5
2035023,453,132.4
2035477,453,132.4
2035937,460,130.4
2036387,450,133.3
2036833,447,134.3
2037290,457,131.4
2037737,447,134.3
2038183,447,134.3
2038627,443,135.3
2039063,437,137.4
2039493,430,139.5
2039940,447,134.3
2040387,447,134.3
2040823,437,137.4
2041270,447,134.3
2041700,430,139.5
2042137,437,137.4
2042573,437,137.4
2043003,430,139.5
2043450,447,134.3
2043900,450,133.3
2044360,460,130.4
2044803,443,135.3
2045260,457,131.4
2045707,447,134.3
2046150,443,135.3
2046610,460,130.4
2047077,467,128.6
2047517,440,136.4
2047963,447,134.3
2048417,453,132.4
2048857,440,136.4
2049293,437,137.4
2049757,463,129.5
2050203,447,134.3
2050650,447,134.3
2051103,453,132.4
2051533,430,139.5
2051963,430,139.5
2052387,423,141.7
2052813,427,140.6
2053247,433,138.5
2053673,427,140.6
2054107,433,138.5
2054530,423,141.7
2054960,430,139.5
2055380,420,142.9
2055793,413,145.2
2056203,410,146.3
2056613,410,146.3
2057040,427,140.6
2057477,437,137.4
2057907,430,139.5
2058370,463,129.5
2058823,453,132.4
2059270,447,134.3
2059737,467,128.6
2060190,453,132.4
2060640,450,133.3
2061107,467,128.6
2061563,457,131.4
2062023,460,130.4
2062477,453,132.4
2062927,450,133.3
2063397,470,127.7
2063867,470,127.7
2064317,450,133.3
2064760,443,135.3
2065200,440,136.4
2065643,443,135.3
2066090,447,134.3
2066527,437,137.4
2066957,430,139.5
2067377,420,142.9
2067803,427,140.6
2068263,460,130.4
2068720,457,131.4
2069177,457,131.4
2069637,460,130.4
2070090,453,132.4
2070547,457,131.4
2070997,450,133.3
2071460,463,129.5
2071933,473,126.8
2072400,467,128.6
2072860,460,130.4
2073320,460,130.4
2073763,443,135.3
2074217,453,132.4
2074677,460,130.4
2075123,447,134.3
2075580,457,131.4
2076027,447,134.3
2076477,450,133.3
2076933,457,131.4
2077387,453,132.4
2077833,447,134.3
2078273,440,136.4
2078703,430,139.5
2079133,430,139.5
2079563,430,139.5
2079990,427,140.6
2080413,423,141.7
2080843,430,139.5
2081263,420,142.9
2081687,423,141.7
2082117,430,139.5
2082553,437,137.4
2082980,427,140.6
2083400,420,142.9
2083820,420,142.9
2084230,410,146.3
2084630,400,150
2085033,403,148.8
2085440,407,147.5
2085843,403,148.8
2086250,407,147.5
2086650,400,150
2087050,400,150
2087450,400,150
2087860,410,146.3
2088280,420,142.9
2088693,413,145.2
2089093,400,150
2089490,397,151.3
2089890,400,150
2090283,393,152.5
2090680,397,151.3
2091070,390,153.8
2091467,397,151.3
2091860,393,152.5
2092250,390,153.8
2092640,390,153.8
2093023,383,156.5
2093410,387,155.2
2093797,387,155.2
2094180,383,156.5
2094570,390,153.8
2094970,400,150
2095360,390,153.8
2095750,390,153.8
2096157,407,147.5
2096567,410,146.3
2096980,413,145.2
2097413,433,138.5
2097820,407,147.5
2098277,457,131.4
2098717,440,136.4
2099160,443,135.3
2099613,453,132.4
2100043,430,139.5
2100503,460,130.4
2100957,453,132.4
2101403,447,134.3
2101893,490,122.4
2102383,490,122.4
2102857,473,126.8
2103357,500,120
2103850,493,121.6
2104367,517,116.1
2104853,487,123.3
2105353,500,120
2105847,493,121.6
2106317,470,127.7
2106793,477,125.9
2107247,453,132.4
2107733,487,123.3
2108220,487,123.3
2108717,497,120.8
2109203,487,123.3
2109680,477,125.9
2110153,473,126.8
2110617,463,129.5
2111083,467,128.6
2111553,470,127.7
2112013,460,130.4
2112460,447,134.3
2112910,450,133.3
2113367,457,131.4
2113823,457,131.4
2114277,453,132.4
2114723,447,134.3
2115147,423,141.7
2115570,423,141.7
2115997,427,140.6
2116420,423,141.7
2116847,427,140.6
2117267,420,142.9
2117683,417,144
2118097,413,145.2
2118507,410,146.3
2118913,407,147.5
2119317,403,148.8
2119743,427,140.6
2120130,387,155.2
2120537,407,147.5
2120937,400,150
2121340,403,148.8
2121753,413,145.2
2122170,417,144
2122573,403,148.8
2122983,410,146.3
2123393,410,146.3
2123793,400,150
2124197,403,148.8
2124607,410,146.3
2125033,427,140.6
2125447,413,145.2
2125860,413,145.2
2126293,433,138.5
2126720,427,140.6
2127150,430,139.5
2127570,420,142.9
2127987,417,144
2128383,397,151.3
2128793,410,146.3
2129210,417,144
2129607,397,151.3
2130033,427,140.6
2130457,423,141.7
2130923,467,128.6
2131420,497,120.8
2131903,483,124.1
2132373,470,127.7
2132830,457,131.4
2133273,443,135.3
2133720,447,134.3
2134160,440,136.4
2134613,453,132.4
2135067,453,132.4
2135497,430,139.5
2135927,430,139.5
2136353,427,140.6
2136793,440,136.4
2137267,473,126.8
2137720,453,132.4
2138180,460,130.4
2138630,450,133.3
2139080,450,133.3
2139523,443,135.3
2139967,443,135.3
2140430,463,129.5
2140850,420,142.9
2141290,440,136.4
2141710,420,142.9
2142130,420,142.9
2142553,423,141.7
2142977,423,141.7
2143393,417,144
2143813,420,142.9
2144240,427,140.6
2144663,423,141.7
2145103,440,136.4
2145557,453,132.4
2145993,437,137.4
2146433,440,136.4
2146863,430,139.5
2147300,437,137.4
2147720,420,142.9
2148140,420,142.9
2148550,410,146.3
2148963,413,145.2
2149377,413,145.2
2149793,417,144
2150220,427,140.6
2150630,410,146.3
2151043,413,145.2
2151467,423,141.7
2151883,417,144
2152300,417,144
2152713,413,145.2
2153123,410,146.3
2153533,410,146.3
2153937,403,148.8
2154350,413,145.2
2154757,407,147.5
2155163,407,147.5
2155567,403,148.8
2155970,403,148.8
2156373,403,148.8
2156760,387,155.2
2157147,387,155.2
2157540,393,152.5
2157933,393,152.5
2158330,397,151.3
2158740,410,146.3
2159143,403,148.8
2159560,417,144
2159987,427,140.6
2160410,423,141.7
2160847,437,137.4
2161270,423,141.7
2161690,420,142.9
2162103,413,145.2
2162517,413,145.2
2162933,417,144
2163353,420,142.9
2163757,403,148.8
2164163,407,147.5
2164563,400,150
2164960,397,151.3
2165353,393,152.5
2165747,393,152.5
2166137,390,153.8
2166523,387,155.2
2166910,387,155.2
2167310,400,150
2167723,413,145.2
2168157,433,138.5
2168637,480,125
2169087,450,133.3
2169570,483,124.1
2170027,457,131.4
2170500,473,126.8
2170977,477,125.9
2171443,467,128.6
2171933,490,122.4
2172400,467,128.6
2172873,473,126.8
2173343,470,127.7
2173810,467,128.6
2174267,457,131.4
2174717,450,133.3
2175167,450,133.3
2175607,440,136.4
2176047,440,136.4
2176473,427,140.6
2176900,427,140.6
2177323,423,141.7
2177730,407,147.5
2178140,410,146.3
2178547,407,147.5
2178957,410,146.3
2179377,420,142.9
2179803,427,140.6
2180217,413,145.2
2180640,423,141.7
2181067,427,140.6
2181507,440,136.4
2181940,433,138.5
2182387,447,134.3
2182830,443,135.3
2183270,440,136.4
2183707,437,137.4
2184160,453,132.4
2184597,437,137.4
2185050,453,132.4
2185487,437,137.4
2185930,443,135.3
2186363,433,138.5
2186787,423,141.7
2187210,423,141.7
2187623,413,145.2
2188077,453,132.4
2188500,423,141.7
2188927,427,140.6
2189353,427,140.6
2189787,433,138.5
2190240,453,132.4
2190680,440,136.4
2191137,457,131.4
2191580,443,135.3
2192033,453,132.4
2192490,457,131.4
2192943,453,132.4
2193397,453,132.4
2193837,440,136.4
2194263,427,140.6
2194697,433,138.5
2195137,440,136.4
2195567,430,139.5
2195983,417,144
2196380,397,151.3
2196803,423,141.7
2197217,413,145.2
2197627,410,146.3
2198037,410,146.3
2198440,403,148.8
2198847,407,147.5
2199243,397,151.3
2199650,407,147.5
2200043,393,152.5
2200447,403,148.8
2200847,400,150
2201247,400,150
2201653,407,147.5
2202030,377,159.3
2202427,397,151.3
2202817,390,153.8
2203203,387,155.2
2203587,383,156.5
2203970,383,156.5
2204350,380,157.9
2204727,377,159.3
2205103,377,159.3
2205477,373,160.7
2205847,370,162.2
2206217,370,162.2
2206583,367,163.6
2206950,367,163.6
2207297,347,173.1
2207670,373,160.7
2208037,367,163.6
2208430,393,152.5
2208853,423,141.7
2209270,417,144
2209697,427,140.6
2210127,430,139.5
2210553,427,140.6
2211000,447,134.3
2211460,460,130.4
2211980,520,115.4
2212440,460,130.4
2212937,497,120.8
2213400,463,129.5
2213863,463,129.5
2214367,503,119.2
2214827,460,130.4
2215280,453,132.4
2215727,447,134.3
2216183,457,131.4
2216627,443,135.3
2217067,440,136.4
2217490,423,141.7
2217913,423,141.7
2218347,433,138.5
2218787,440,136.4
2219217,430,139.5
2219647,430,139.5
2220057,410,146.3
2220470,413,145.2
2220887,417,144
2221323,437,137.4
2221763,440,136.4
2222207,443,135.3
2222647,440,136.4
2223087,440,136.4
2223543,457,131.4
2224013,470,127.7
2224477,463,129.5
2224950,473,126.8
2225397,447,134.3
2225827,430,139.5
2226253,427,140.6
2226673,420,142.9
2227103,430,139.5
2227533,430,139.5
2227983,450,133.3
2228437,453,132.4
2228870,433,138.5
2229313,443,135.3
2229763,450,133.3
2230233,470,127.7
2230700,467,128.6
2231150,450,133.3
2231600,450,133.3
2232047,447,134.3
2232500,453,132.4
2232937,437,137.4
2233387,450,133.3
2233853,467,128.6
2234320,467,128.6
2234767,447,134.3
2235197,430,139.5
2235630,433,138.5
2236053,423,141.7
2236477,423,141.7
2236903,427,140.6
2237337,433,138.5
2237797,460,130.4
2238253,457,131.4
2238723,470,127.7
2239200,477,125.9
2239660,460,130.4
2240097,437,137.4
2240530,433,138.5
2240943,413,145.2
2241377,433,138.5
2241807,430,139.5
2242223,417,144
2242670,447,134.3
2243083,413,145.2
2243500,417,144
2243927,427,140.6
2244343,417,144
2244770,427,140.6
2245260,490,122.4
2245627,367,163.6
2246033,407,147.5
2246440,407,147.5
2246847,407,147.5
2247250,403,148.8
2247647,397,151.3
2248030,383,156.5
2248407,377,159.3
2248790,383,156.5
2249170,380,157.9
2249560,390,153.8
2249953,393,152.5
2250340,387,155.2
2250733,393,152.5
2251143,410,146.3
2251550,407,147.5
2251950,400,150
2252357,407,147.5
2252763,407,147.5
2253183,420,142.9
2253620,437,137.4
2254050,430,139.5
2254477,427,140.6
2254897,420,142.9
2255337,440,136.4
2255790,453,132.4
2256247,457,131.4
2256707,460,130.4
2257153,447,134.3
2257610,457,131.4
2258050,440,136.4
2258510,460,130.4
2258980,470,127.7
2259420,440,136.4
2259857,437,137.4
2260287,430,139.5
2260710,423,141.7
2261140,430,139.5
2261600,460,130.4
2262063,463,129.5
2262517,453,132.4
2262953,437,137.4
2263360,407,147.5
2263793,433,138.5
2264200,407,147.5
2264603,403,148.8
2265003,400,150
2265410,407,147.5
2265813,403,148.8
2266223,410,146.3
2266623,400,150
2267027,403,148.8
2267433,407,147.5
2267833,400,150
2268240,407,147.5
2268633,393,152.5
2269033,400,150
2269430,397,151.3
2269857,427,140.6
2270273,417,144
2270703,430,139.5
2271117,413,145.2
2271533,417,144
2271950,417,144
2272360,410,146.3
2272780,420,142.9
2273197,417,144
2273613,417,144
2274030,417,144
2274460,430,139.5
2274883,423,141.7
2275283,400,150
2275677,393,152.5
2276077,400,150
2276480,403,148.8
2276907,427,140.6
2277363,457,131.4
2277803,440,136.4
2278250,447,134.3
2278767,517,116.1
2279230,463,129.5
2279700,470,127.7
2280163,463,129.5
2280623,460,130.4
2281107,483,124.1
2281560,453,132.4
2282010,450,133.3
2282457,447,134.3
2282907,450,133.3
2283350,443,135.3
2283800,450,133.3
2284257,457,131.4
2284717,460,130.4
2285170,453,132.4
2285660,490,122.4
2286133,473,126.8
2286607,473,126.8
2287120,513,116.9
2287610,490,122.4
2288087,477,125.9
2288573,487,123.3
2289043,470,127.7
2289523,480,125
2290003,480,125
2290477,473,126.8
2290967,490,122.4
2291477,510,117.6
2291947,470,127.7
2292420,473,126.8
2292920,500,120
2293400,480,125
2293897,497,120.8
2294417,520,115.4
2294903,487,123.3
2295417,513,116.9
2295923,507,118.4
2296403,480,125
2296920,517,116.1
2297420,500,120
2297900,480,125
2298440,540,111.1
2298920,480,125
2299400,480,125
2299913,513,116.9
2300393,480,125
2300873,480,125
2301423,550,109.1
2301910,487,123.3
2302413,503,119.2
2302977,563,106.5
2303467,490,122.4
2303983,517,116.1
2304497,513,116.9
2304970,473,126.8
2305467,497,120.8
2305980,513,116.9
2306467,487,123.3
2306940,473,126.8
2307427,487,123.3
2307890,463,129.5
2308370,480,125
2308863,493,121.6
2309323,460,130.4
2309787,463,129.5
2310290,503,119.2
2310753,463,129.5
2311233,480,125
2311713,480,125
2312170,457,131.4
2312647,477,125.9
2313123,477,125.9
2313573,450,133.3
2314020,447,134.3
2314463,443,135.3
2314893,430,139.5
2315330,437,137.4
2315763,433,138.5
2316243,480,125
2316693,450,133.3
2317127,433,138.5
2317587,460,130.4
2318043,457,131.4
2318537,493,121.6
2319017,480,125
2319477,460,130.4
2319940,463,129.5
2320413,473,126.8
2320867,453,132.4
2321313,447,134.3
2321743,430,139.5
2322167,423,141.7
2322590,423,141.7
2323027,437,137.4
2323497,470,127.7
2323943,447,134.3
2324413,470,127.7
2324910,497,120.8
2325367,457,131.4
2325843,477,125.9
2326320,477,125.9
2326797,477,125.9
2327250,453,132.4
2327683,433,138.5
2328117,433,138.5
2328550,433,138.5
2329003,453,132.4
2329463,460,130.4
2329920,457,131.4
2330367,447,134.3
2330803,437,137.4
2331240,437,137.4
2331673,433,138.5
2332087,413,145.2
2332500,413,145.2
2332927,427,140.6
2333407,480,125
2333860,453,132.4
2334303,443,135.3
2334717,413,145.2
2335167,450,133.3
2335540,373,160.7
2335940,400,150
2336347,407,147.5
2336747,400,150
2337150,403,148.8
2337567,417,144
2337977,410,146.3
2338373,397,151.3
2338780,407,147.5
2339183,403,148.8
2339593,410,146.3
2339997,403,148.8
2340403,407,147.5
2340810,407,147.5
2341207,397,151.3
2341627,420,142.9
2342063,437,137.4
2342483,420,142.9
2342907,423,141.7
2343340,433,138.5
2343750,410,146.3
2344160,410,146.3
2344570,410,146.3
2344973,403,148.8
2345393,420,142.9
2345827,433,138.5
2346263,437,137.4
2346697,433,138.5
2347127,430,139.5
2347563,437,137.4
2348000,437,137.4
2348437,437,137.4
2348873,437,137.4
2349317,443,135.3
2349763,447,134.3
2350207,443,135.3
2350663,457,131.4
2351120,457,131.4
2351570,450,133.3
2352023,453,132.4
2352470,447,134.3
2352913,443,135.3
2353357,443,135.3
2353837,480,125
2354293,457,131.4
2354773,480,125
2355217,443,135.3
2355667,450,133.3
2356103,437,137.4
2356547,443,135.3
2356983,437,137.4
2357430,447,134.3
2357883,453,132.4
2358317,433,138.5
2358770,453,132.4
2359213,443,135.3
2359653,440,136.4
2360107,453,132.4
2360547,440,136.4
2361010,463,129.5
2361483,473,126.8
2361940,457,131.4
2362400,460,130.4
2362877,477,125.9
2363337,460,130.4
2363803,467,128.6
2364283,480,125
2364740,457,131.4
2365197,457,131.4
2365670,473,126.8
2366130,460,130.4
2366590,460,130.4
2367067,477,125.9
2367523,457,131.4
2367980,457,131.4
2368430,450,133.3
2368890,460,130.4
2369353,463,129.5
2369793,440,136.4
2370240,447,134.3
2370690,450,133.3
2371123,433,138.5
2371567,443,135.3
2372010,443,135.3
2372460,450,133.3
2372913,453,132.4
2373373,460,130.4
2373833,460,130.4
2374287,453,132.4
2374733,447,134.3
2375177,443,135.3
2375603,427,140.6
2376027,423,141.7
2376450,423,141.7
2376870,420,142.9
2377280,410,146.3
2377687,407,147.5
2378083,397,151.3
2378483,400,150
2378870,387,155.2
2379257,387,155.2
2379650,393,152.5
2380047,397,151.3
2380440,393,152.5
2380880,440,136.4
2381290,410,146.3
2381727,437,137.4
2382163,437,137.4
2382603,440,136.4
2383040,437,137.4
2383507,467,128.6
2383950,443,135.3
2384400,450,133.3
2384887,487,123.3
2385340,453,132.4
2385793,453,132.4
2386283,490,122.4
2386740,457,131.4
2387200,460,130.4
2387673,473,126.8
2388137,463,129.5
2388650,513,116.9
2389147,497,120.8
2389633,487,123.3
2390173,540,111.1
2390653,480,125
2391163,510,117.6
2391703,540,111.1
2392193,490,122.4
2392713,520,115.4
2393273,560,107.1
2393760,487,123.3
2394237,477,125.9
2394740,503,119.2
2395237,497,120.8
2395710,473,126.8
2396203,493,121.6
2396690,487,123.3
2397170,480,125
2397670,500,120
2398160,490,122.4
2398640,480,125
2399153,513,116.9
2399630,477,125.9
2400133,503,119.2
2400670,537,111.8
2401160,490,122.4
2401683,523,114.6
2402177,493,121.6
2402650,473,126.8
2403143,493,121.6
2403610,467,128.6
2404077,467,128.6
2404547,470,127.7
2405003,457,131.4
2405470,467,128.6
2405947,477,125.9
2406437,490,122.4
2406933,497,120.8
2407393,460,130.4
2407840,447,134.3
2408310,470,127.7
2408780,470,127.7
2409230,450,133.3
2409680,450,133.3
2410133,453,132.4
2410580,447,134.3
2411047,467,128.6
2411547,500,120
2412013,467,128.6
2412483,470,127.7
2412933,450,133.3
2413380,447,134.3
2413817,437,137.4
2414283,467,128.6
2414730,447,134.3
2415157,427,140.6
2415583,427,140.6
2416003,420,142.9
2416423,420,142.9
2416837,413,145.2
2417250,413,145.2
2417677,427,140.6
2418140,463,129.5
2418597,457,131.4
2419040,443,135.3
2419500,460,130.4
2419973,473,126.8
2420457,483,124.1
2420933,477,125.9
2421390,457,131.4
2421843,453,132.4
2422327,483,124.1
2422803,477,125.9
2423263,460,130.4
2423723,460,130.4
2424177,453,132.4
2424620,443,135.3
2425057,437,137.4
2425483,427,140.6
2425910,427,140.6
2426333,423,141.7
2426743,410,146.3
2427167,423,141.7
2427633,467,128.6
2428063,430,139.5
2428490,427,140.6
2428890,400,150
2429290,400,150
2429693,403,148.8
2430097,403,148.8
2430533,437,137.4
2430983,450,133.3
2431447,463,129.5
2431900,453,132.4
2432353,453,132.4
2432790,437,137.4
2433213,423,141.7
2433640,427,140.6
2434063,423,141.7
2434490,427,140.6
2434903,413,145.2
2435310,407,147.5
2435717,407,147.5
2436123,407,147.5
2436530,407,147.5
2436930,400,150
2437333,403,148.8
2437760,427,140.6
2438200,440,136.4
2438637,437,137.4
2439057,420,142.9
2439483,427,140.6
2439913,430,139.5
2440337,423,141.7
2440763,427,140.6
2441213,450,133.3
2441660,447,134.3
2442113,453,132.4
2442523,410,146.3
2442930,407,147.5
2443333,403,148.8
2443743,410,146.3
2444147,403,148.8
2444553,407,147.5
2444973,420,142.9
2445380,407,147.5
2445777,397,151.3
2446160,383,156.5
2446550,390,153.8
2446937,387,155.2
2447337,400,150
2447763,427,140.6
2448220,457,131.4
2448653,433,138.5
2449067,413,145.2
2449460,393,152.5
2449853,393,152.5
2450250,397,151.3
2450663,413,145.2
2451090,427,140.6
2451517,427,140.6
2451947,430,139.5
2452370,423,141.7
2452800,430,139.5
2453227,427,140.6
2453657,430,139.5
2454087,430,139.5
2454523,437,137.4
2454960,437,137.4
2455380,420,142.9
2455803,423,141.7
2456220,417,144
2456633,413,145.2
2457033,400,150
2457440,407,147.5
2457830,390,153.8
2458223,393,152.5
2458630,407,147.5
2459047,417,144
2459473,427,140.6
2459897,423,141.7
2460327,430,139.5
2460747,420,142.9
2461170,423,141.7
2461587,417,144
2462023,437,137.4
2462453,430,139.5
2462877,423,141.7
2463300,423,141.7
2463730,430,139.5
2464170,440,136.4
2464600,430,139.5
2465030,430,139.5
2465470,440,136.4
2465897,427,140.6
2466333,437,137.4
2466763,430,139.5
2467193,430,139.5
2467630,437,137.4
2468053,423,141.7
2468480,427,140.6
2468900,420,142.9
2469323,423,141.7
2469760,437,137.4
2470193,433,138.5
2470597,403,148.8
2471013,417,144
2471427,413,145.2
2471823,397,151.3
2472227,403,148.8
2472620,393,152.5
2473010,390,153.8
2473410,400,150
2473817,407,147.5
2474217,400,150
2474620,403,148.8
2475040,420,142.9
2475463,423,141.7
2475880,417,144
2476283,403,148.8
2476697,413,145.2
2477110,413,145.2
2477523,413,145.2
2477930,407,147.5
2478350,420,142.9
2478770,420,142.9
2479177,407,147.5
2479607,430,139.5
2480023,417,144
2480440,417,144
2480853,413,145.2
2481277,423,141.7
2481713,437,137.4
2482147,433,138.5
2482573,427,140.6
2482987,413,145.2
2483413,427,140.6
2483830,417,144
2484243,413,145.2
2484653,410,146.3
2485057,403,148.8
2485467,410,146.3
2485867,400,150
2486277,410,146.3
2486697,420,142.9
2487113,417,144
2487537,423,141.7
2487970,433,138.5
2488403,433,138.5
2488853,450,133.3
2489273,420,142.9
2489680,407,147.5
2490087,407,147.5
2490497,410,146.3
2490907,410,146.3
2491317,410,146.3
2491720,403,148.8
2492120,400,150
2492520,400,150
2492937,417,144
2493340,403,148.8
2493750,410,146.3
2494160,410,146.3
2494567,407,147.5
2494970,403,148.8
2495380,410,146.3
2495783,403,148.8
2496190,407,147.5
2496587,397,151.3
2496987,400,150
2497380,393,152.5
2497777,397,151.3
2498187,410,146.3
2498580,393,152.5
2498993,413,145.2
2499400,407,147.5
2499807,407,147.5
2500213,407,147.5
2500640,427,140.6
2501053,413,145.2
2501460,407,147.5
2501863,403,148.8
2502270,407,147.5
2502677,407,147.5
2503087,410,146.3
2503483,397,151.3
2503877,393,152.5
2504270,393,152.5
2504660,390,153.8
2505047,387,155.2
2505440,393,152.5
2505830,390,153.8
2506217,387,155.2
2506607,390,153.8
2507003,397,151.3
2507390,387,155.2
2507780,390,153.8
2508180,400,150
2508603,423,141.7
2509033,430,139.5
2509440,407,147.5
2509860,420,142.9
2510263,403,148.8
2510663,400,150
2511067,403,148.8
2511463,397,151.3
2511863,400,150
2512257,393,152.5
2512647,390,153.8
2513063,417,144
2513477,413,145.2
2513877,400,150
2514297,420,142.9
2514700,403,148.8
2515113,413,145.2
2515510,397,151.3
2515903,393,152.5
2516303,400,150
2516693,390,153.8
2517083,390,153.8
2517470,387,155.2
2517870,400,150
2518260,390,153.8
2518663,403,148.8
2519060,397,151.3
2519457,397,151.3
2519853,397,151.3
2520260,407,147.5
2520667,407,147.5
2521087,420,142.9
2521527,440,136.4
2521957,430,139.5
2522407,450,133.3
2522840,433,138.5
2523267,427,140.6
2523690,423,141.7
2524110,420,142.9
2524527,417,144
2524937,410,146.3
2525347,410,146.3
2525757,410,146.3
2526160,403,148.8
2526563,403,148.8
2526963,400,150
2527360,397,151.3
2527750,390,153.8
2528157,407,147.5
2528547,390,153.8
2528940,393,152.5
2529327,387,155.2
2529720,393,152.5
2530113,393,152.5
2530503,390,153.8
2530900,397,151.3
2531287,387,155.2
2531690,403,148.8
2532083,393,152.5
2532483,400,150
2532877,393,152.5
2533267,390,153.8
2533673,407,147.5
2534090,417,144
2534490,400,150
2534890,400,150
2535280,390,153.8
2535670,390,153.8
2536057,387,155.2
2536440,383,156.5
2536827,387,155.2
2537213,387,155.2
2537597,383,156.5
2537993,397,151.3
2538380,387,155.2
2538770,390,153.8
2539160,390,153.8
2539557,397,151.3
2539957,400,150
2540370,413,145.2
2540777,407,147.5
2541180,403,148.8
2541577,397,151.3
2541987,410,146.3
2542380,393,152.5
2542773,393,152.5
2543163,390,153.8
2543553,390,153.8
2543940,387,155.2
2544330,390,153.8
2544717,387,155.2
2545107,390,153.8
2545493,387,155.2
2545880,387,155.2
2546267,387,155.2
2546657,390,153.8
2547040,383,156.5
2547430,390,153.8
2547820,390,153.8
2548203,383,156.5
2548590,387,155.2
2548970,380,157.9
2549350,380,157.9
2549727,377,159.3
2550107,380,157.9
2550483,377,159.3
2550863,380,157.9
2551240,377,159.3
2551613,373,160.7
2552007,393,152.5
2552383,377,159.3
2552760,377,159.3
2553140,380,157.9
2553520,380,157.9
2553907,387,155.2
2554297,390,153.8
2554693,397,151.3
2555093,400,150
2555487,393,152.5
2555877,390,153.8
2556277,400,150
2556673,397,151.3
2557067,393,152.5
2557457,390,153.8
2557853,397,151.3
2558260,407,147.5
2558657,397,151.3
2559067,410,146.3
2559463,397,151.3
2559860,397,151.3
2560257,397,151.3
2560657,400,150
2561047,390,153.8
2561440,393,152.5
2561830,390,153.8
2562220,390,153.8
2562617,397,151.3
2563003,387,155.2
2563403,400,150
2563800,397,151.3
2564207,407,147.5
2564610,403,148.8
2565007,397,151.3
2565403,397,151.3
2565810,407,147.5
2566213,403,148.8
2566610,397,151.3
2567003,393,152.5
2567397,393,152.5
2567783,387,155.2
2568173,390,153.8
