Elapsed Time (ms), RR (ms), Heart Rate (bpm)
672417,417,144
672847,430,139.5
673257,410,146.3
673663,407,147.5
674067,403,148.8
674473,407,147.5
674887,413,145.2
675310,423,141.7
675740,430,139.5
676150,410,146.3
676553,403,148.8
676963,410,146.3
677373,410,146.3
677777,403,148.8
678177,400,150
678577,400,150
678983,407,147.5
679380,397,151.3
679790,410,146.3
680193,403,148.8
680593,400,150
680990,397,151.3
681380,390,153.8
681770,390,153.8
682160,390,153.8
682560,400,150
682957,397,151.3
683353,397,151.3
683767,413,145.2
684163,397,151.3
684573,410,146.3
685013,440,136.4
685467,453,132.4
685890,423,141.7
686297,407,147.5
686707,410,146.3
687120,413,145.2
687537,417,144
687947,410,146.3
688357,410,146.3
688757,400,150
689153,397,151.3
689547,393,152.5
689933,387,155.2
690333,400,150
690733,400,150
691143,410,146.3
691530,387,155.2
691913,383,156.5
692297,383,156.5
692683,387,155.2
693073,390,153.8
693460,387,155.2
693857,397,151.3
694253,397,151.3
694637,383,156.5
695023,387,155.2
695407,383,156.5
695787,380,157.9
696163,377,159.3
696543,380,157.9
696933,390,153.8
697313,380,157.9
697697,383,156.5
698080,383,156.5
698463,383,156.5
698847,383,156.5
699237,390,153.8
699637,400,150
700037,400,150
700447,410,146.3
700863,417,144
701273,410,146.3
701703,430,139.5
702120,417,144
702537,417,144
702950,413,145.2
703370,420,142.9
703793,423,141.7
704217,423,141.7
704663,447,134.3
705107,443,135.3
705543,437,137.4
705977,433,138.5
706413,437,137.4
706840,427,140.6
707260,420,142.9
707680,420,142.9
708097,417,144
708520,423,141.7
708943,423,141.7
709367,423,141.7
709783,417,144
710203,420,142.9
710630,427,140.6
711057,427,140.6
711483,427,140.6
711927,443,135.3
712370,443,135.3
712817,447,134.3
713280,463,129.5
713723,443,135.3
714173,450,133.3
714623,450,133.3
715070,447,134.3
715520,450,133.3
715980,460,130.4
716460,480,125
716923,463,129.5
717370,447,134.3
717810,440,136.4
718240,430,139.5
718660,420,142.9
719080,420,142.9
719500,420,142.9
719913,413,145.2
720353,440,136.4
720773,420,142.9
721203,430,139.5
721620,417,144
722030,410,146.3
722433,403,148.8
722840,407,147.5
723243,403,148.8
723653,410,146.3
724063,410,146.3
724477,413,145.2
724900,423,141.7
725323,423,141.7
725740,417,144
726173,433,138.5
726600,427,140.6
727067,467,128.6
727520,453,132.4
727960,440,136.4
728407,447,134.3
728857,450,133.3
729300,443,135.3
729773,473,126.8
730237,463,129.5
730687,450,133.3
731160,473,126.8
731620,460,130.4
732070,450,133.3
732563,493,121.6
733047,483,124.1
733517,470,127.7
733960,443,135.3
734420,460,130.4
734890,470,127.7
735363,473,126.8
735807,443,135.3
736240,433,138.5
736677,437,137.4
737117,440,136.4
737560,443,135.3
738007,447,134.3
738443,437,137.4
738913,470,127.7
739380,467,128.6
739867,487,123.3
740350,483,124.1
740823,473,126.8
741297,473,126.8
741770,473,126.8
742223,453,132.4
742677,453,132.4
743120,443,135.3
743573,453,132.4
744030,457,131.4
744477,447,134.3
744943,467,128.6
745397,453,132.4
745873,477,125.9
746343,470,127.7
746800,457,131.4
747277,477,125.9
747737,460,130.4
748200,463,129.5
748683,483,124.1
749153,470,127.7
749607,453,132.4
750077,470,127.7
750540,463,129.5
751020,480,125
751510,490,122.4
751983,473,126.8
752453,470,127.7
752910,457,131.4
753350,440,136.4
753800,450,133.3
754250,450,133.3
754703,453,132.4
755140,437,137.4
755593,453,132.4
756027,433,138.5
756457,430,139.5
756887,430,139.5
757323,437,137.4
757803,480,125
758273,470,127.7
758767,493,121.6
759267,500,120
759747,480,125
760247,500,120
760740,493,121.6
761207,467,128.6
761693,487,123.3
762163,470,127.7
762623,460,130.4
763083,460,130.4
763527,443,135.3
763993,467,128.6
764450,457,131.4
764907,457,131.4
765380,473,126.8
765830,450,133.3
766287,457,131.4
766763,477,125.9
767223,460,130.4
767660,437,137.4
768127,467,128.6
768590,463,129.5
769040,450,133.3
769523,483,124.1
769993,470,127.7
770450,457,131.4
770940,490,122.4
771400,460,130.4
771887,487,123.3
772373,487,123.3
772860,487,123.3
773343,483,124.1
773817,473,126.8
774317,500,120
774790,473,126.8
775293,503,119.2
775793,500,120
776277,483,124.1
776777,500,120
777307,530,113.2
777800,493,121.6
778310,510,117.6
778823,513,116.9
779320,497,120.8
779857,537,111.8
780357,500,120
780853,497,120.8
781333,480,125
781817,483,124.1
782297,480,125
782773,477,125.9
783283,510,117.6
783777,493,121.6
784267,490,122.4
784753,487,123.3
785243,490,122.4
785723,480,125
786227,503,119.2
786720,493,121.6
787223,503,119.2
787710,487,123.3
788200,490,122.4
788697,497,120.8
789177,480,125
789687,510,117.6
790190,503,119.2
790683,493,121.6
791170,487,123.3
791650,480,125
792123,473,126.8
792583,460,130.4
793037,453,132.4
793473,437,137.4
793940,467,128.6
794410,470,127.7
794853,443,135.3
795283,430,139.5
795710,427,140.6
796133,423,141.7
796563,430,139.5
796963,400,150
797397,433,138.5
797823,427,140.6
798240,417,144
798667,427,140.6
799093,427,140.6
799530,437,137.4
799953,423,141.7
800370,417,144
800787,417,144
801217,430,139.5
801627,410,146.3
802033,407,147.5
802447,413,145.2
802863,417,144
803293,430,139.5
803710,417,144
804140,430,139.5
804570,430,139.5
805013,443,135.3
805457,443,135.3
805900,443,135.3
806330,430,139.5
806780,450,133.3
807243,463,129.5
807703,460,130.4
808150,447,134.3
808617,467,128.6
809087,470,127.7
809550,463,129.5
810000,450,133.3
810437,437,137.4
810877,440,136.4
811307,430,139.5
811763,457,131.4
812217,453,132.4
812683,467,128.6
813133,450,133.3
813587,453,132.4
814030,443,135.3
814480,450,133.3
814927,447,134.3
815363,437,137.4
815807,443,135.3
816240,433,138.5
816680,440,136.4
817103,423,141.7
817527,423,141.7
817970,443,135.3
818407,437,137.4
818860,453,132.4
819300,440,136.4
819737,437,137.4
820170,433,138.5
820590,420,142.9
821013,423,141.7
821443,430,139.5
821853,410,146.3
822277,423,141.7
822690,413,145.2
823113,423,141.7
823523,410,146.3
823950,427,140.6
824377,427,140.6
824827,450,133.3
825253,427,140.6
825690,437,137.4
826133,443,135.3
826570,437,137.4
827007,437,137.4
827450,443,135.3
827877,427,140.6
828313,437,137.4
828743,430,139.5
829180,437,137.4
829607,427,140.6
830027,420,142.9
830450,423,141.7
830910,460,130.4
831377,467,128.6
831800,423,141.7
832213,413,145.2
832630,417,144
833037,407,147.5
833440,403,148.8
833837,397,151.3
834250,413,145.2
834673,423,141.7
835087,413,145.2
835510,423,141.7
835930,420,142.9
836343,413,145.2
836770,427,140.6
837200,430,139.5
837633,433,138.5
838077,443,135.3
838533,457,131.4
838990,457,131.4
839443,453,132.4
839883,440,136.4
840340,457,131.4
840803,463,129.5
841250,447,134.3
841680,430,139.5
842110,430,139.5
842540,430,139.5
842957,417,144
843370,413,145.2
843780,410,146.3
844200,420,142.9
844613,413,145.2
845017,403,148.8
845427,410,146.3
845847,420,142.9
846277,430,139.5
846727,450,133.3
847167,440,136.4
847613,447,134.3
848060,447,134.3
848507,447,134.3
848950,443,135.3
849400,450,133.3
849840,440,136.4
850290,450,133.3
850750,460,130.4
851190,440,136.4
851667,477,125.9
852150,483,124.1
852607,457,131.4
853070,463,129.5
853517,447,134.3
853967,450,133.3
854423,457,131.4
854887,463,129.5
855370,483,124.1
855843,473,126.8
856297,453,132.4
856733,437,137.4
857167,433,138.5
857597,430,139.5
858037,440,136.4
858467,430,139.5
858887,420,142.9
859307,420,142.9
859733,427,140.6
860150,417,144
860567,417,144
860997,430,139.5
861413,417,144
861840,427,140.6
862270,430,139.5
862713,443,135.3
863143,430,139.5
863577,433,138.5
864010,433,138.5
864447,437,137.4
864870,423,141.7
865290,420,142.9
865707,417,144
866120,413,145.2
866530,410,146.3
866930,400,150
867333,403,148.8
867743,410,146.3
868157,413,145.2
868563,407,147.5
868967,403,148.8
869377,410,146.3
869790,413,145.2
870197,407,147.5
870613,417,144
871033,420,142.9
871467,433,138.5
871887,420,142.9
872323,437,137.4
872733,410,146.3
873153,420,142.9
873573,420,142.9
874003,430,139.5
874433,430,139.5
874873,440,136.4
875293,420,142.9
875740,447,134.3
876160,420,142.9
876590,430,139.5
877013,423,141.7
877433,420,142.9
877843,410,146.3
878250,407,147.5
878663,413,145.2
879067,403,148.8
879473,407,147.5
879880,407,147.5
880300,420,142.9
880750,450,133.3
881187,437,137.4
881620,433,138.5
882063,443,135.3
882497,433,138.5
882957,460,130.4
883400,443,135.3
883847,447,134.3
884297,450,133.3
884743,447,134.3
885203,460,130.4
885650,447,134.3
886130,480,125
886617,487,123.3
887077,460,130.4
887540,463,129.5
887973,433,138.5
888410,437,137.4
888840,430,139.5
889277,437,137.4
889710,433,138.5
890157,447,134.3
890580,423,141.7
891017,437,137.4
891440,423,141.7
891863,423,141.7
892277,413,145.2
892683,407,147.5
893097,413,145.2
893510,413,145.2
893927,417,144
894370,443,135.3
894787,417,144
895197,410,146.3
895630,433,138.5
896063,433,138.5
896483,420,142.9
896903,420,142.9
897327,423,141.7
897760,433,138.5
898210,450,133.3
898647,437,137.4
899090,443,135.3
899540,450,133.3
899973,433,138.5
900410,437,137.4
900840,430,139.5
901270,430,139.5
901700,430,139.5
902127,427,140.6
902567,440,136.4
902990,423,141.7
903413,423,141.7
903840,427,140.6
904263,423,141.7
904693,430,139.5
905120,427,140.6
905557,437,137.4
906003,447,134.3
906447,443,135.3
906897,450,133.3
907333,437,137.4
907763,430,139.5
908190,427,140.6
908630,440,136.4
909060,430,139.5
909483,423,141.7
909923,440,136.4
910353,430,139.5
910800,447,134.3
911247,447,134.3
911690,443,135.3
912130,440,136.4
912557,427,140.6
912997,440,136.4
913447,450,133.3
913913,467,128.6
914360,447,134.3
914827,467,128.6
915297,470,127.7
915757,460,130.4
916220,463,129.5
916653,433,138.5
917100,447,134.3
917527,427,140.6
917973,447,134.3
918417,443,135.3
918860,443,135.3
919317,457,131.4
919783,467,128.6
920260,477,125.9
920727,467,128.6
921203,477,125.9
921673,470,127.7
922137,463,129.5
922603,467,128.6
923053,450,133.3
923490,437,137.4
923917,427,140.6
924333,417,144
924753,420,142.9
925170,417,144
925580,410,146.3
925987,407,147.5
926400,413,145.2
926807,407,147.5
927233,427,140.6
927650,417,144
928067,417,144
928480,413,145.2
928887,407,147.5
929287,400,150
929690,403,148.8
930110,420,142.9
930523,413,145.2
930940,417,144
931360,420,142.9
931800,440,136.4
932217,417,144
932657,440,136.4
933080,423,141.7
933510,430,139.5
933953,443,135.3
934387,433,138.5
934827,440,136.4
935263,437,137.4
935690,427,140.6
936123,433,138.5
936547,423,141.7
936973,427,140.6
937407,433,138.5
937857,450,133.3
938297,440,136.4
938723,427,140.6
939147,423,141.7
939573,427,140.6
940010,437,137.4
940480,470,127.7
940917,437,137.4
941367,450,133.3
941813,447,134.3
942247,433,138.5
942693,447,134.3
943133,440,136.4
943587,453,132.4
944023,437,137.4
944473,450,133.3
944917,443,135.3
945377,460,130.4
945817,440,136.4
946277,460,130.4
946727,450,133.3
947167,440,136.4
947620,453,132.4
948063,443,135.3
948500,437,137.4
948923,423,141.7
949367,443,135.3
949813,447,134.3
950257,443,135.3
950680,423,141.7
951100,420,142.9
951527,427,140.6
951960,433,138.5
952397,437,137.4
952830,433,138.5
953273,443,135.3
953707,433,138.5
954127,420,142.9
954553,427,140.6
954980,427,140.6
955410,430,139.5
955837,427,140.6
956250,413,145.2
956680,430,139.5
957093,413,145.2
957510,417,144
957933,423,141.7
958353,420,142.9
958793,440,136.4
959210,417,144
959670,460,130.4
960150,480,125
960603,453,132.4
961090,487,123.3
961607,517,116.1
962107,500,120
962597,490,122.4
963090,493,121.6
963557,467,128.6
964043,487,123.3
964530,487,123.3
964997,467,128.6
965470,473,126.8
965927,457,131.4
966370,443,135.3
966823,453,132.4
967273,450,133.3
967713,440,136.4
968200,487,123.3
968663,463,129.5
969107,443,135.3
969587,480,125
970063,477,125.9
970517,453,132.4
970990,473,126.8
971480,490,122.4
971960,480,125
972450,490,122.4
972943,493,121.6
973407,463,129.5
973867,460,130.4
974330,463,129.5
974780,450,133.3
975240,460,130.4
975700,460,130.4
976163,463,129.5
976600,437,137.4
977027,427,140.6
977453,427,140.6
977890,437,137.4
978377,487,123.3
978863,487,123.3
979367,503,119.2
979853,487,123.3
980347,493,121.6
980820,473,126.8
981293,473,126.8
981773,480,125
982297,523,114.6
982793,497,120.8
983350,557,107.8
983880,530,113.2
984363,483,124.1
984843,480,125
985370,527,113.9
985873,503,119.2
986340,467,128.6
986793,453,132.4
987247,453,132.4
987690,443,135.3
988183,493,121.6
988683,500,120
989190,507,118.4
989647,457,131.4
990090,443,135.3
990530,440,136.4
990970,440,136.4
991407,437,137.4
991857,450,133.3
992293,437,137.4
992747,453,132.4
993213,467,128.6
993670,457,131.4
994110,440,136.4
994543,433,138.5
994983,440,136.4
995433,450,133.3
995890,457,131.4
996347,457,131.4
996807,460,130.4
997270,463,129.5
997720,450,133.3
998157,437,137.4
998593,437,137.4
999033,440,136.4
999460,427,140.6
999893,433,138.5
1000310,417,144
1000723,413,145.2
1001130,407,147.5
1001537,407,147.5
1001943,407,147.5
1002370,427,140.6
1002783,413,145.2
1003230,447,134.3
1003660,430,139.5
1004090,430,139.5
1004520,430,139.5
1004967,447,134.3
1005403,437,137.4
1005840,437,137.4
1006283,443,135.3
1006713,430,139.5
1007160,447,134.3
1007590,430,139.5
1008020,430,139.5
1008447,427,140.6
1008873,427,140.6
1009297,423,141.7
1009713,417,144
1010147,433,138.5
1010573,427,140.6
1011003,430,139.5
1011453,450,133.3
1011897,443,135.3
1012333,437,137.4
1012770,437,137.4
1013203,433,138.5
1013643,440,136.4
1014080,437,137.4
1014497,417,144
1014933,437,137.4
1015350,417,144
1015777,427,140.6
1016193,417,144
1016630,437,137.4
1017060,430,139.5
1017490,430,139.5
1017927,437,137.4
1018367,440,136.4
1018797,430,139.5
1019273,477,125.9
1019743,470,127.7
1020210,467,128.6
1020677,467,128.6
1021130,453,132.4
1021577,447,134.3
1022027,450,133.3
1022457,430,139.5
1022880,423,141.7
1023300,420,142.9
1023737,437,137.4
1024157,420,142.9
1024577,420,142.9
1025010,433,138.5
1025427,417,144
1025860,433,138.5
1026280,420,142.9
1026717,437,137.4
1027183,467,128.6
1027650,467,128.6
1028103,453,132.4
1028570,467,128.6
1029020,450,133.3
1029450,430,139.5
1029870,420,142.9
1030287,417,144
1030700,413,145.2
1031107,407,147.5
1031523,417,144
1031933,410,146.3
1032350,417,144
1032750,400,150
1033157,407,147.5
1033553,397,151.3
1033953,400,150
1034343,390,153.8
1034737,393,152.5
1035123,387,155.2
1035517,393,152.5
1035907,390,153.8
1036290,383,156.5
1036677,387,155.2
1037063,387,155.2
1037457,393,152.5
1037867,410,146.3
1038270,403,148.8
1038687,417,144
1039103,417,144
1039507,403,148.8
1039930,423,141.7
1040350,420,142.9
1040763,413,145.2
1041183,420,142.9
1041613,430,139.5
1042033,420,142.9
1042483,450,133.3
1042943,460,130.4
1043380,437,137.4
1043837,457,131.4
1044290,453,132.4
1044730,440,136.4
1045183,453,132.4
1045627,443,135.3
1046090,463,129.5
1046530,440,136.4
1046983,453,132.4
1047430,447,134.3
1047887,457,131.4
1048363,477,125.9
1048833,470,127.7
1049277,443,135.3
1049717,440,136.4
1050167,450,133.3
1050610,443,135.3
1051077,467,128.6
1051533,457,131.4
1052017,483,124.1
1052493,477,125.9
1052980,487,123.3
1053463,483,124.1
1053937,473,126.8
1054420,483,124.1
1054890,470,127.7
1055360,470,127.7
1055817,457,131.4
1056260,443,135.3
1056713,453,132.4
1057153,440,136.4
1057587,433,138.5
1058013,427,140.6
1058440,427,140.6
1058853,413,145.2
1059267,413,145.2
1059680,413,145.2
1060087,407,147.5
1060517,430,139.5
1060937,420,142.9
1061367,430,139.5
1061793,427,140.6
1062207,413,145.2
1062623,417,144
1063033,410,146.3
1063447,413,145.2
1063857,410,146.3
1064270,413,145.2
1064683,413,145.2
1065093,410,146.3
1065530,437,137.4
1065950,420,142.9
1066383,433,138.5
1066823,440,136.4
1067247,423,141.7
1067693,447,134.3
1068140,447,134.3
1068603,463,129.5
1069040,437,137.4
1069503,463,129.5
1069960,457,131.4
1070403,443,135.3
1070843,440,136.4
1071270,427,140.6
1071703,433,138.5
1072123,420,142.9
1072550,427,140.6
1072953,403,148.8
1073357,403,148.8
1073757,400,150
1074133,377,159.3
1074540,407,147.5
1074943,403,148.8
1075343,400,150
1075733,390,153.8
1076123,390,153.8
1076517,393,152.5
1076900,383,156.5
1077277,377,159.3
1077657,380,157.9
1078033,377,159.3
1078417,383,156.5
1078817,400,150
1079257,440,136.4
1079677,420,142.9
1080077,400,150
1080470,393,152.5
1080860,390,153.8
1081257,397,151.3
1081653,397,151.3
1082043,390,153.8
1082433,390,153.8
1082820,387,155.2
1083210,390,153.8
1083593,383,156.5
1083980,387,155.2
1084360,380,157.9
1084747,387,155.2
1085127,380,157.9
1085500,373,160.7
1085877,377,159.3
1086233,357,168.2
1086640,407,147.5
1087007,367,163.6
1087387,380,157.9
1087757,370,162.2
1088137,380,157.9
1088520,383,156.5
1088887,367,163.6
1089260,373,160.7
1089630,370,162.2
1090003,373,160.7
1090363,360,166.7
1090737,373,160.7
1091123,387,155.2
1091553,430,139.5
1091970,417,144
1092363,393,152.5
1092760,397,151.3
1093163,403,148.8
1093570,407,147.5
1093983,413,145.2
1094400,417,144
1094793,393,152.5
1095183,390,153.8
1095580,397,151.3
1095973,393,152.5
1096367,393,152.5
1096770,403,148.8
1097170,400,150
1097560,390,153.8
1097950,390,153.8
1098327,377,159.3
1098707,380,157.9
1099083,377,159.3
1099460,377,159.3
1099840,380,157.9
1100217,377,159.3
1100593,377,159.3
1100973,380,157.9
1101330,357,168.2
1101693,363,165.1
1102060,367,163.6
1102420,360,166.7
1102787,367,163.6
1103153,367,163.6
1103513,360,166.7
1103907,393,152.5
1104303,397,151.3
1104710,407,147.5
1105137,427,140.6
1105567,430,139.5
1105990,423,141.7
1106407,417,144
1106843,437,137.4
1107257,413,145.2
1107683,427,140.6
1108103,420,142.9
1108530,427,140.6
1108990,460,130.4
1109410,420,142.9
1109837,427,140.6
1110240,403,148.8
1110650,410,146.3
1111060,410,146.3
1111467,407,147.5
1111873,407,147.5
1112280,407,147.5
1112700,420,142.9
1113117,417,144
1113523,407,147.5
1113927,403,148.8
1114333,407,147.5
1114727,393,152.5
1115130,403,148.8
1115533,403,148.8
1115933,400,150
1116333,400,150
1116740,407,147.5
1117140,400,150
1117533,393,152.5
1117923,390,153.8
1118320,397,151.3
1118703,383,156.5
1119093,390,153.8
1119487,393,152.5
1119880,393,152.5
1120280,400,150
1120683,403,148.8
1121087,403,148.8
1121507,420,142.9
1121927,420,142.9
1122340,413,145.2
1122760,420,142.9
1123177,417,144
1123597,420,142.9
1124017,420,142.9
1124420,403,148.8
1124827,407,147.5
1125230,403,148.8
1125627,397,151.3
1126037,410,146.3
1126457,420,142.9
1126867,410,146.3
1127293,427,140.6
1127730,437,137.4
1128187,457,131.4
1128640,453,132.4
1129080,440,136.4
1129533,453,132.4
1129963,430,139.5
1130400,437,137.4
1130820,420,142.9
1131257,437,137.4
1131683,427,140.6
1132107,423,141.7
1132523,417,144
1132953,430,139.5
1133377,423,141.7
1133797,420,142.9
1134223,427,140.6
1134640,417,144
1135063,423,141.7
1135493,430,139.5
1135937,443,135.3
1136370,433,138.5
1136800,430,139.5
1137240,440,136.4
1137673,433,138.5
1138123,450,133.3
1138557,433,138.5
1138997,440,136.4
1139423,427,140.6
1139857,433,138.5
1140277,420,142.9
1140697,420,142.9
1141120,423,141.7
1141540,420,142.9
1141967,427,140.6
1142387,420,142.9
1142827,440,136.4
1143273,447,134.3
1143743,470,127.7
1144200,457,131.4
1144657,457,131.4
1145123,467,128.6
1145577,453,132.4
1146027,450,133.3
1146463,437,137.4
1146890,427,140.6
1147323,433,138.5
1147750,427,140.6
1148173,423,141.7
1148580,407,147.5
1148973,393,152.5
1149370,397,151.3
1149760,390,153.8
1150153,393,152.5
1150550,397,151.3
1150947,397,151.3
1151333,387,155.2
1151730,397,151.3
1152160,430,139.5
1152570,410,146.3
1153017,447,134.3
1153443,427,140.6
1153900,457,131.4
1154357,457,131.4
1154803,447,134.3
1155227,423,141.7
1155657,430,139.5
1156070,413,145.2
1156483,413,145.2
1156887,403,148.8
1157287,400,150
1157683,397,151.3
1158087,403,148.8
1158487,400,150
1158903,417,144
1159303,400,150
1159727,423,141.7
1160127,400,150
1160547,420,142.9
1160950,403,148.8
1161357,407,147.5
1161767,410,146.3
1162173,407,147.5
1162577,403,148.8
1162987,410,146.3
1163397,410,146.3
1163807,410,146.3
1164210,403,148.8
1164633,423,141.7
1165040,407,147.5
1165450,410,146.3
1165867,417,144
1166280,413,145.2
1166713,433,138.5
1167140,427,140.6
1167557,417,144
1167967,410,146.3
1168373,407,147.5
1168777,403,148.8
1169187,410,146.3
1169590,403,148.8
1170000,410,146.3
1170437,437,137.4
1170867,430,139.5
1171303,437,137.4
1171730,427,140.6
1172137,407,147.5
1172560,423,141.7
1172993,433,138.5
1173453,460,130.4
1173907,453,132.4
1174363,457,131.4
1174827,463,129.5
1175253,427,140.6
1175680,427,140.6
1176097,417,144
1176510,413,145.2
1176917,407,147.5
1177320,403,148.8
1177720,400,150
1178113,393,152.5
1178507,393,152.5
1178893,387,155.2
1179287,393,152.5
1179707,420,142.9
1180117,410,146.3
1180530,413,145.2
1180940,410,146.3
1181363,423,141.7
1181773,410,146.3
1182210,437,137.4
1182633,423,141.7
1183057,423,141.7
1183480,423,141.7
1183903,423,141.7
1184330,427,140.6
1184753,423,141.7
1185163,410,146.3
1185570,407,147.5
1185970,400,150
1186383,413,145.2
1186790,407,147.5
1187190,400,150
1187603,413,145.2
1188003,400,150
1188407,403,148.8
1188807,400,150
1189203,397,151.3
1189613,410,146.3
1190023,410,146.3
1190450,427,140.6
1190887,437,137.4
1191303,417,144
1191733,430,139.5
1192157,423,141.7
1192587,430,139.5
1193027,440,136.4
1193450,423,141.7
1193897,447,134.3
1194327,430,139.5
1194757,430,139.5
1195187,430,139.5
1195620,433,138.5
1196037,417,144
1196457,420,142.9
1196873,417,144
1197287,413,145.2
1197700,413,145.2
1198107,407,147.5
1198513,407,147.5
1198920,407,147.5
1199323,403,148.8
1199733,410,146.3
1200140,407,147.5
1200550,410,146.3
1200960,410,146.3
1201373,413,145.2
1201800,427,140.6
1202210,410,146.3
1202633,423,141.7
1203037,403,148.8
1203450,413,145.2
1203880,430,139.5
1204320,440,136.4
1204763,443,135.3
1205220,457,131.4
1205667,447,134.3
1206097,430,139.5
1206553,457,131.4
1207010,457,131.4
1207470,460,130.4
1207927,457,131.4
1208390,463,129.5
1208880,490,122.4
1209373,493,121.6
1209840,467,128.6
1210280,440,136.4
1210720,440,136.4
1211163,443,135.3
1211607,443,135.3
1212057,450,133.3
1212517,460,130.4
1212980,463,129.5
1213420,440,136.4
1213863,443,135.3
1214293,430,139.5
1214740,447,134.3
1215183,443,135.3
1215617,433,138.5
1216053,437,137.4
1216483,430,139.5
1216913,430,139.5
1217347,433,138.5
1217770,423,141.7
1218200,430,139.5
1218653,453,132.4
1219077,423,141.7
1219513,437,137.4
1219937,423,141.7
1220357,420,142.9
1220773,417,144
1221183,410,146.3
1221590,407,147.5
1222010,420,142.9
1222420,410,146.3
1222847,427,140.6
1223277,430,139.5
1223700,423,141.7
1224120,420,142.9
1224537,417,144
1224967,430,139.5
1225390,423,141.7
1225820,430,139.5
1226253,433,138.5
1226687,433,138.5
1227137,450,133.3
1227583,447,134.3
1228033,450,133.3
1228480,447,134.3
1228923,443,135.3
1229380,457,131.4
1229803,423,141.7
1230230,427,140.6
1230667,437,137.4
1231087,420,142.9
1231520,433,138.5
1231940,420,142.9
1232360,420,142.9
1232777,417,144
1233190,413,145.2
1233593,403,148.8
1233997,403,148.8
1234417,420,142.9
1234823,407,147.5
1235257,433,138.5
1235657,400,150
1236070,413,145.2
1236493,423,141.7
1236900,407,147.5
1237313,413,145.2
1237730,417,144
1238137,407,147.5
1238557,420,142.9
1238993,437,137.4
1239413,420,142.9
1239843,430,139.5
1240257,413,145.2
1240667,410,146.3
1241097,430,139.5
1241520,423,141.7
1241947,427,140.6
1242367,420,142.9
1242787,420,142.9
1243203,417,144
1243630,427,140.6
1244047,417,144
1244470,423,141.7
1244897,427,140.6
1245313,417,144
1245747,433,138.5
1246173,427,140.6
1246613,440,136.4
1247050,437,137.4
1247480,430,139.5
1247900,420,142.9
1248320,420,142.9
1248750,430,139.5
1249177,427,140.6
1249603,427,140.6
1250037,433,138.5
1250473,437,137.4
1250900,427,140.6
1251347,447,134.3
1251787,440,136.4
1252217,430,139.5
1252663,447,134.3
1253087,423,141.7
1253510,423,141.7
1253923,413,145.2
1254343,420,142.9
1254750,407,147.5
1255160,410,146.3
1255573,413,145.2
1255993,420,142.9
1256413,420,142.9
1256830,417,144
1257247,417,144
1257660,413,145.2
1258073,413,145.2
1258493,420,142.9
1258927,433,138.5
1259353,427,140.6
1259777,423,141.7
1260200,423,141.7
1260617,417,144
1261027,410,146.3
1261443,417,144
1261853,410,146.3
1262257,403,148.8
1262667,410,146.3
1263073,407,147.5
1263483,410,146.3
1263897,413,145.2
1264320,423,141.7
1264743,423,141.7
1265180,437,137.4
1265610,430,139.5
1266037,427,140.6
1266463,427,140.6
1266893,430,139.5
1267323,430,139.5
1267757,433,138.5
1268183,427,140.6
1268610,427,140.6
1269037,427,140.6
1269467,430,139.5
1269900,433,138.5
1270327,427,140.6
1270763,437,137.4
1271203,440,136.4
1271623,420,142.9
1272037,413,145.2
1272447,410,146.3
1272870,423,141.7
1273290,420,142.9
1273717,427,140.6
1274160,443,135.3
1274603,443,135.3
1275073,470,127.7
1275530,457,131.4
1275987,457,131.4
1276423,437,137.4
1276867,443,135.3
1277297,430,139.5
1277733,437,137.4
1278167,433,138.5
1278617,450,133.3
1279050,433,138.5
1279487,437,137.4
1279907,420,142.9
1280343,437,137.4
1280770,427,140.6
1281210,440,136.4
1281633,423,141.7
1282070,437,137.4
1282503,433,138.5
1282943,440,136.4
1283367,423,141.7
1283787,420,142.9
1284203,417,144
1284613,410,146.3
1285027,413,145.2
1285437,410,146.3
1285847,410,146.3
1286253,407,147.5
1286673,420,142.9
1287083,410,146.3
1287480,397,151.3
1287880,400,150
1288283,403,148.8
1288690,407,147.5
1289090,400,150
1289497,407,147.5
1289927,430,139.5
1290350,423,141.7
1290787,437,137.4
1291213,427,140.6
1291640,427,140.6
1292067,427,140.6
1292487,420,142.9
1292910,423,141.7
1293337,427,140.6
1293770,433,138.5
1294203,433,138.5
1294623,420,142.9
1295040,417,144
1295460,420,142.9
1295877,417,144
1296307,430,139.5
1296720,413,145.2
1297137,417,144
1297560,423,141.7
1297980,420,142.9
1298403,423,141.7
1298820,417,144
1299257,437,137.4
1299693,437,137.4
1300127,433,138.5
1300580,453,132.4
1301030,450,133.3
1301483,453,132.4
1301920,437,137.4
1302350,430,139.5
1302780,430,139.5
1303213,433,138.5
1303650,437,137.4
1304077,427,140.6
1304507,430,139.5
1304933,427,140.6
1305360,427,140.6
1305803,443,135.3
1306227,423,141.7
1306643,417,144
1307067,423,141.7
1307500,433,138.5
1307913,413,145.2
1308333,420,142.9
1308763,430,139.5
1309183,420,142.9
1309637,453,132.4
1310043,407,147.5
1310460,417,144
1310890,430,139.5
1311317,427,140.6
1311760,443,135.3
1312187,427,140.6
1312620,433,138.5
1313043,423,141.7
1313470,427,140.6
1313883,413,145.2
1314317,433,138.5
1314747,430,139.5
1315167,420,142.9
1315593,427,140.6
1316007,413,145.2
1316423,417,144
1316843,420,142.9
1317280,437,137.4
1317743,463,129.5
1318163,420,142.9
