Duration_Task, Duration_Looking, Duration_0, Duration_1, Duration_2, Duration_3, Proportion_0, Proportion_1, Proportion_2, Proportion_3, RR_Change_1, RR_Change_2, RR_Change_3, Phases_N_0, Phases_N_1, Phases_N_2, Phases_N_3, Peak_Duration_Total, Peak_Duration_1, Peak_Duration_2, Peak_Duration_3, Peak_Proportion_1, Peak_Proportion_2, Peak_Proportion_3
343034.4000000002,342660.0000000002,0.0,20646.40000000001,264568.00000000023,57077.599999999926,0.0,0.06018754970346996,0.7712579263187601,0.16639030954329914,20.78620689655173,25.02652757078988,12.7843137254902,0.0,1.0,8.0,7.0,342660.0000000002,20646.40000000001,0.7721006245257692,57077.599999999926,0.06025331232125138,0.0,0.16657211229790433,
