Duration_Task, Duration_Looking, Duration_0, Duration_1, Duration_2, Duration_3, Proportion_0, Proportion_1, Proportion_2, Proportion_3, RR_Change_1, RR_Change_2, RR_Change_3, Phases_N_0, Phases_N_1, Phases_N_2, Phases_N_3, Peak_Duration_Total, Peak_Duration_1, Peak_Duration_2, Peak_Duration_3, Peak_Proportion_1, Peak_Proportion_2, Peak_Proportion_3
357269.59999999986,356855.9999999998,0.0,164887.20000000004,99293.59999999963,92247.20000000016,0.0,0.46152037564908993,0.27792345052587647,0.25820052979598657,44.85039370078739,557.9313131313131,195.3318681318681,0.0,1.0,3.0,3.0,356855.9999999998,164887.20000000004,0.2782455668392844,92247.20000000016,0.46205528280314784,0.0,0.2584997870289422,
