Timestamp, rr, CodeType, EventType, Event_Num, Base, rrChange, Phase 
4010.9999999999995,400.0,,,,.,.,.
4439.799999999999,428.8,,,,.,.,.
4914.199999999999,474.4,,,,.,.,.
5351.799999999999,437.6,,,,.,.,.
5795.799999999999,444.0,,,,.,.,.
6214.999999999999,.,TASK,START,,.,.,0
6700.599999999999,.,LOOK,START,,.,.,.
7150.999999999999,450.4,,,,437.6,12.799999999999955,1
7602.999999999999,452.0,,,,437.6,14.399999999999977,1
8059.799999999999,456.8,,,,437.6,19.19999999999999,1
8511.8,452.0,,,,437.6,14.399999999999977,1
8939.0,427.2,,,,437.6,10.400000000000034,1
9433.4,494.4,,,,437.6,56.799999999999955,1
9905.4,472.0,,,,437.6,34.39999999999998,1
10548.6,643.2,,,,437.6,205.60000000000002,1
10842.2,293.6,,,,437.6,144.0,1
11295.0,452.8,,,,437.6,15.199999999999989,1
11684.6,389.6,,,,437.6,48.0,1
12151.0,466.4,,,,437.6,28.799999999999955,1
12567.8,416.8,,,,437.6,20.80000000000001,1
13415.8,848.0,,,,437.6,410.4,1
13816.599999999999,400.8,,,,437.6,36.80000000000001,1
14355.8,539.2,,,,437.6,101.60000000000002,1
15161.4,805.6,,,,437.6,368.0,1
15418.199999999999,256.8,,,,437.6,180.8,1
15775.8,357.6,,,,437.6,80.0,1
16130.199999999999,354.4,,,,437.6,83.20000000000005,1
16552.6,422.4,,,,437.6,15.200000000000045,1
16951.8,399.2,,,,437.6,38.400000000000034,1
17322.2,370.4,,,,437.6,67.20000000000005,1
17735.8,413.6,,,,437.6,24.0,1
18154.2,418.4,,,,437.6,19.200000000000045,1
18575.8,421.6,,,,437.6,16.0,1
19003.8,428.0,,,,437.6,9.600000000000023,1
19439.0,435.2,,,,437.6,2.400000000000034,1
20035.0,596.0,,,,437.6,158.39999999999998,1
20325.4,290.4,,,,437.6,147.20000000000005,1
20746.2,420.8,,,,437.6,16.80000000000001,1
21255.8,509.6,,,,437.6,72.0,1
21571.8,316.0,,,,437.6,121.60000000000002,1
21973.399999999998,401.6,,,,437.6,36.0,1
22713.399999999998,740.0,,,,437.6,302.4,1
23600.6,887.2,,,,437.6,449.6,1
23924.6,324.0,,,,437.6,113.60000000000002,1
24312.6,388.0,,,,437.6,49.60000000000002,1
