Duration_Task, Duration_Looking, Duration_0, Duration_1, Duration_2, Duration_3, Proportion_0, Proportion_1, Proportion_2, Proportion_3, RR_Change_1, RR_Change_2, RR_Change_3, Phases_N_0, Phases_N_1, Phases_N_2, Phases_N_3, Peak_Duration_Total, Peak_Duration_1, Peak_Duration_2, Peak_Duration_3, Peak_Proportion_1, Peak_Proportion_2, Peak_Proportion_3
343229.5999999998,342840.7999999998,0.0,2572.800000000001,153590.39999999997,186284.79999999987,0.0,0.007495857000678271,0.44748588117108795,0.542741068952095,20.933333333333337,19.0144,15.788865979381445,0.0,1.0,11.0,11.0,342840.7999999998,2572.800000000001,0.4479933543498908,186284.79999999987,0.007504357707717409,0.0,0.5433565666630109,
