Duration_Task, Duration_Looking, Duration_0, Duration_1, Duration_2, Duration_3, Proportion_0, Proportion_1, Proportion_2, Proportion_3, RR_Change_1, RR_Change_2, RR_Change_3, Phases_N_0, Phases_N_1, Phases_N_2, Phases_N_3, Peak_Duration_Total, Peak_Duration_1, Peak_Duration_2, Peak_Duration_3, Peak_Proportion_1, Peak_Proportion_2, Peak_Proportion_3
342884.7999999999,342434.3999999999,0.0,2171.199999999999,27207.99999999995,312611.99999999994,0.0,0.006332155872759596,0.07935026574522977,0.9117114552759412,32.79999999999999,8.05970149253731,21.049751243781067,0.0,1.0,5.0,5.0,342434.3999999999,2171.199999999999,0.07945463423067296,312611.99999999994,0.006340484484035481,0.0,0.9129106187929719,
