Duration_Task, Duration_Looking, Duration_0, Duration_1, Duration_2, Duration_3, Proportion_0, Proportion_1, Proportion_2, Proportion_3, RR_Change_1, RR_Change_2, RR_Change_3, Phases_N_0, Phases_N_1, Phases_N_2, Phases_N_3, Peak_Duration_Total, Peak_Duration_1, Peak_Duration_2, Peak_Duration_3, Peak_Proportion_1, Peak_Proportion_2, Peak_Proportion_3
342931.9999999999,342550.3999999999,0.0,14160.000000000004,59973.59999999989,268036.8,0.0,0.041290984801651665,0.17488481681499513,0.7816033499352644,14.789189189189187,12.606535947712414,15.807954545454534,0.0,1.0,13.0,13.0,342550.3999999999,14160.000000000004,0.1750796379160553,268036.8,0.04133698282063021,0.0,0.7824740534531562,
