Timestamp, rr, CodeType, EventType, Event_Num, Base, rrChange, Phase 
2249.0,393.6,,,,.,.,.
2657.0,408.0,,,,.,.,.
3073.0,416.0,,,,.,.,.
3480.2,407.2,,,,.,.,.
3901.0,420.8,,,,.,.,.
4336.2,.,TASK,START,,.,.,0
4786.599999999999,.,LOOK,START,,.,.,.
5229.799999999999,443.2,,,,408.0,35.19999999999999,1
5676.999999999999,447.2,,,,408.0,39.19999999999999,1
6147.399999999999,470.4,,,,408.0,62.39999999999998,1
6578.5999999999985,431.2,,,,408.0,23.19999999999999,1
6990.5999999999985,412.0,,,,408.0,4.0,1
7400.999999999998,410.4,,,,408.0,2.3999999999999773,2
7806.5999999999985,405.6,,,,408.0,2.3999999999999773,2
8213.8,407.2,,,,408.0,0.8000000000000114,2
8627.4,413.6,,,,408.0,5.600000000000023,2
9037.8,410.4,,,,408.0,2.3999999999999773,2
9441.8,404.0,,,,408.0,4.0,2
9856.199999999999,414.4,,,,408.0,6.399999999999977,2
10257.8,401.6,,,,408.0,6.399999999999977,2
10663.4,405.6,,,,408.0,2.3999999999999773,2
11059.4,396.0,,,,408.0,12.0,2
11455.4,396.0,,,,408.0,12.0,2
11852.199999999999,396.8,,,,408.0,11.199999999999989,2
12245.8,393.6,,,,408.0,14.399999999999977,3
12636.199999999999,390.4,,,,408.0,17.600000000000023,3
13026.599999999999,390.4,,,,408.0,17.600000000000023,3
13413.8,387.2,,,,408.0,20.80000000000001,3
13801.8,388.0,,,,408.0,20.0,3
14189.8,388.0,,,,408.0,20.0,3
14583.4,393.6,,,,408.0,14.399999999999977,3
14974.6,391.2,,,,408.0,16.80000000000001,3
15387.4,412.8,,,,408.0,4.800000000000011,3
15806.6,419.2,,,,408.0,11.199999999999989,3
16253.0,446.4,,,,408.0,38.39999999999998,3
16697.0,444.0,,,,408.0,36.0,3
17134.6,437.6,,,,408.0,29.600000000000023,3
17545.0,410.4,,,,408.0,2.3999999999999773,2
17950.6,405.6,,,,408.0,2.3999999999999773,2
18350.6,400.0,,,,408.0,8.0,2
18771.399999999998,420.8,,,,408.0,12.800000000000011,2
19186.6,415.2,,,,408.0,7.199999999999989,2
19585.0,398.4,,,,408.0,9.600000000000023,2
19999.4,414.4,,,,408.0,6.399999999999977,2
20400.2,400.8,,,,408.0,7.199999999999989,2
20815.4,415.2,,,,408.0,7.199999999999989,2
21229.0,413.6,,,,408.0,5.600000000000023,2
21640.2,411.2,,,,408.0,3.1999999999999886,2
22037.8,397.6,,,,408.0,10.399999999999977,2
22448.2,410.4,,,,408.0,2.3999999999999773,2
22861.0,412.8,,,,408.0,4.800000000000011,2
23262.6,401.6,,,,408.0,6.399999999999977,2
23666.6,404.0,,,,408.0,4.0,2
24068.199999999997,401.6,,,,408.0,6.399999999999977,2
24467.399999999998,399.2,,,,408.0,8.800000000000011,2
24868.199999999997,400.8,,,,408.0,7.199999999999989,2
25261.799999999996,393.6,,,,408.0,14.399999999999977,3
25652.999999999996,391.2,,,,408.0,16.80000000000001,3
26044.999999999996,392.0,,,,408.0,16.0,3
26430.599999999995,385.6,,,,408.0,22.399999999999977,3
26815.399999999994,384.8,,,,408.0,23.19999999999999,3
27200.999999999993,385.6,,,,408.0,22.399999999999977,3
27602.59999999999,401.6,,,,408.0,6.399999999999977,3
28006.59999999999,404.0,,,,408.0,4.0,3
28442.59999999999,436.0,,,,408.0,28.0,3
28849.799999999992,407.2,,,,408.0,0.8000000000000114,3
29244.999999999993,395.2,,,,408.0,12.800000000000011,3
29640.999999999993,396.0,,,,408.0,12.0,3
30038.59999999999,397.6,,,,408.0,10.399999999999977,3
30440.999999999993,402.4,,,,408.0,5.600000000000023,3
30839.399999999994,398.4,,,,408.0,9.600000000000023,3
31248.999999999993,409.6,,,,408.0,1.6000000000000227,3
31654.59999999999,405.6,,,,408.0,2.3999999999999773,3
32065.799999999992,411.2,,,,408.0,3.1999999999999886,3
32464.999999999993,399.2,,,,408.0,8.800000000000011,3
32871.399999999994,406.4,,,,408.0,1.6000000000000227,3
33274.59999999999,403.2,,,,408.0,4.800000000000011,3
33671.399999999994,396.8,,,,408.0,11.199999999999989,3
34075.399999999994,404.0,,,,408.0,4.0,3
34485.799999999996,410.4,,,,408.0,2.3999999999999773,3
34892.2,406.4,,,,408.0,1.6000000000000227,3
35289.0,396.8,,,,408.0,11.199999999999989,3
35681.0,392.0,,,,408.0,16.0,3
36073.8,392.8,,,,408.0,15.199999999999989,3
36464.200000000004,390.4,,,,408.0,17.600000000000023,3
36862.600000000006,398.4,,,,408.0,9.600000000000023,3
37254.600000000006,392.0,,,,408.0,16.0,3
37642.600000000006,388.0,,,,408.0,20.0,3
38033.8,391.2,,,,408.0,16.80000000000001,3
38429.0,395.2,,,,408.0,12.800000000000011,3
38820.2,391.2,,,,408.0,16.80000000000001,3
39214.6,394.4,,,,408.0,13.600000000000023,3
39608.2,393.6,,,,408.0,14.399999999999977,3
40014.6,406.4,,,,408.0,1.6000000000000227,3
40433.0,418.4,,,,408.0,10.399999999999977,3
40863.4,430.4,,,,408.0,22.399999999999977,3
41301.8,438.4,,,,408.0,30.399999999999977,3
