Duration_Task, Duration_Looking, Duration_0, Duration_1, Duration_2, Duration_3, Proportion_0, Proportion_1, Proportion_2, Proportion_3, RR_Change_1, RR_Change_2, RR_Change_3, Phases_N_0, Phases_N_1, Phases_N_2, Phases_N_3, Peak_Duration_Total, Peak_Duration_1, Peak_Duration_2, Peak_Duration_3, Peak_Proportion_1, Peak_Proportion_2, Peak_Proportion_3
343267.9999999998,342835.19999999984,0.0,2196.0,230335.99999999988,109859.99999999991,0.0,0.006397333861589199,0.6710092405933556,0.3200414836221261,12.000000000000023,31.496062992125985,18.66360153256704,0.0,1.0,10.0,10.0,342835.19999999984,2196.0,0.6718563321385902,109859.99999999991,0.006405409946236562,0.0,0.3204455085125447,
