Timestamp, rr, CodeType, EventType, Event_Num, Base, rrChange, Phase 
3741.6000000000004,748.8,,,,.,.,.
4113.6,372.0,,,,.,.,.
4483.200000000001,369.6,,,,.,.,.
4850.400000000001,367.2,,,,.,.,.
5584.8,734.4,,,,.,.,.
5960.8,.,TASK,START,,.,.,0
6335.2,.,LOOK,START,,.,.,.
6703.2,368.0,,,,372.0,4.0,1
7069.599999999999,366.4,,,,372.0,5.600000000000023,1
7437.599999999999,368.0,,,,372.0,4.0,1
7802.4,364.8,,,,372.0,7.199999999999989,1
8161.599999999999,359.2,,,,372.0,12.800000000000011,1
8521.599999999999,360.0,,,,372.0,12.0,1
8881.599999999999,360.0,,,,372.0,12.0,1
9237.599999999999,356.0,,,,372.0,16.0,1
9589.599999999999,352.0,,,,372.0,20.0,1
9943.999999999998,354.4,,,,372.0,17.600000000000023,1
10295.199999999999,351.2,,,,372.0,20.80000000000001,1
10644.8,349.6,,,,372.0,22.399999999999977,1
10993.599999999999,348.8,,,,372.0,23.19999999999999,1
11343.199999999999,349.6,,,,372.0,22.399999999999977,1
11692.8,349.6,,,,372.0,22.399999999999977,1
12038.4,345.6,,,,372.0,26.399999999999977,1
12384.8,346.4,,,,372.0,25.600000000000023,1
12732.8,348.0,,,,372.0,24.0,1
13080.0,347.2,,,,372.0,24.80000000000001,1
13425.6,345.6,,,,372.0,26.399999999999977,1
13778.4,352.8,,,,372.0,19.19999999999999,1
14126.4,348.0,,,,372.0,24.0,1
14476.8,350.4,,,,372.0,21.600000000000023,1
14824.8,348.0,,,,372.0,24.0,1
15170.4,345.6,,,,372.0,26.399999999999977,1
15516.8,346.4,,,,372.0,25.600000000000023,1
15871.199999999999,354.4,,,,372.0,17.600000000000023,1
16218.4,347.2,,,,372.0,24.80000000000001,1
16567.2,348.8,,,,372.0,23.19999999999999,1
16912.8,345.6,,,,372.0,26.399999999999977,1
17264.8,352.0,,,,372.0,20.0,1
17615.2,350.4,,,,372.0,21.600000000000023,1
17964.0,348.8,,,,372.0,23.19999999999999,1
18308.8,344.8,,,,372.0,27.19999999999999,1
18655.2,346.4,,,,372.0,25.600000000000023,1
19001.600000000002,346.4,,,,372.0,25.600000000000023,1
19344.000000000004,342.4,,,,372.0,29.600000000000023,1
19689.600000000002,345.6,,,,372.0,26.399999999999977,1
20064.800000000003,375.2,,,,372.0,3.1999999999999886,1
20380.000000000004,315.2,,,,372.0,56.80000000000001,1
20730.400000000005,350.4,,,,372.0,21.600000000000023,1
21077.600000000006,347.2,,,,372.0,24.80000000000001,1
21425.600000000006,348.0,,,,372.0,24.0,1
21770.400000000005,344.8,,,,372.0,27.19999999999999,1
22116.800000000007,346.4,,,,372.0,25.600000000000023,1
22461.600000000006,344.8,,,,372.0,27.19999999999999,1
22809.600000000006,348.0,,,,372.0,24.0,1
23166.400000000005,356.8,,,,372.0,15.199999999999989,1
23512.800000000007,346.4,,,,372.0,25.600000000000023,1
23865.600000000006,352.8,,,,372.0,19.19999999999999,1
24220.000000000007,354.4,,,,372.0,17.600000000000023,1
24592.800000000007,372.8,,,,372.0,0.8000000000000114,1
24963.200000000008,370.4,,,,372.0,1.6000000000000227,1
25350.40000000001,387.2,,,,372.0,15.199999999999989,1
25733.60000000001,383.2,,,,372.0,11.199999999999989,1
26130.40000000001,396.8,,,,372.0,24.80000000000001,1
26522.40000000001,392.0,,,,372.0,20.0,1
26932.80000000001,410.4,,,,372.0,38.39999999999998,1
27349.60000000001,416.8,,,,372.0,44.80000000000001,2
27768.00000000001,418.4,,,,372.0,46.39999999999998,2
28190.400000000012,422.4,,,,372.0,50.39999999999998,2
28609.600000000013,419.2,,,,372.0,47.19999999999999,2
29019.20000000001,409.6,,,,372.0,37.60000000000002,2
29435.20000000001,416.0,,,,372.0,44.0,2
29861.600000000013,426.4,,,,372.0,54.39999999999998,2
30277.600000000013,416.0,,,,372.0,44.0,2
30696.800000000014,419.2,,,,372.0,47.19999999999999,2
31099.200000000015,402.4,,,,372.0,30.399999999999977,2
31522.400000000016,423.2,,,,372.0,51.19999999999999,2
31932.000000000015,409.6,,,,372.0,37.60000000000002,2
32355.200000000015,423.2,,,,372.0,51.19999999999999,2
32753.600000000017,398.4,,,,372.0,26.399999999999977,2
33171.20000000002,417.6,,,,372.0,45.60000000000002,2
33567.20000000002,396.0,,,,372.0,24.0,2
33964.80000000002,397.6,,,,372.0,25.600000000000023,2
34356.000000000015,391.2,,,,372.0,19.19999999999999,2
34744.000000000015,388.0,,,,372.0,16.0,2
35137.60000000001,393.6,,,,372.0,21.600000000000023,2
35523.20000000001,385.6,,,,372.0,13.600000000000023,2
35906.40000000001,383.2,,,,372.0,11.199999999999989,2
36280.80000000001,374.4,,,,372.0,2.3999999999999773,2
36655.20000000001,374.4,,,,372.0,2.3999999999999773,2
37024.000000000015,368.8,,,,372.0,3.1999999999999886,2
37389.60000000001,365.6,,,,372.0,6.399999999999977,2
37752.000000000015,362.4,,,,372.0,9.600000000000023,2
38119.20000000001,367.2,,,,372.0,4.800000000000011,2
38480.80000000001,361.6,,,,372.0,10.399999999999977,2
38848.80000000001,368.0,,,,372.0,4.0,3
39213.60000000001,364.8,,,,372.0,7.199999999999989,3
39590.400000000016,376.8,,,,372.0,4.800000000000011,3
39957.60000000001,367.2,,,,372.0,4.800000000000011,3
40328.80000000001,371.2,,,,372.0,0.8000000000000114,3
40694.40000000001,365.6,,,,372.0,6.399999999999977,3
41061.600000000006,367.2,,,,372.0,4.800000000000011,3
41427.200000000004,365.6,,,,372.0,6.399999999999977,3
41788.8,361.6,,,,372.0,10.399999999999977,3
42148.0,359.2,,,,372.0,12.800000000000011,3
42509.6,361.6,,,,372.0,10.399999999999977,3
42884.799999999996,375.2,,,,372.0,3.1999999999999886,3
