Duration_Task, Duration_Looking, Duration_0, Duration_1, Duration_2, Duration_3, Proportion_0, Proportion_1, Proportion_2, Proportion_3, RR_Change_1, RR_Change_2, RR_Change_3, Phases_N_0, Phases_N_1, Phases_N_2, Phases_N_3, Peak_Duration_Total, Peak_Duration_1, Peak_Duration_2, Peak_Duration_3, Peak_Proportion_1, Peak_Proportion_2, Peak_Proportion_3
342874.40000000026,342388.8000000003,0.0,25520.800000000003,254610.40000000008,61807.200000000186,0.0,0.07443192026001354,0.7425762903267199,0.18026192681635064,77.88571428571431,41.87936507936506,41.81714285714286,0.0,1.0,8.0,8.0,342388.8000000003,25520.800000000003,0.7436294645151941,61807.200000000186,0.0745374848710004,0.0,0.18051758702387502,
